quotation_id,customer_key,customer_name,nationality,quote_date,quote_value,shipping_mode,item_count,po_exists,po_value,do_exists,conversion_days,lead_score
3e71b312,011a0164,IL111A66Sq,Unknown,,604.12,Air,21.0,1,604.12,0,-1.0,58.34
3eb07c1c,db09a28c,8ruhF3E51g,Unknown,2022-01-11 11:01:00,5499.8,Air,19.0,0,,0,-1.0,58.54
3ed35ca7,oBZ1jj29Q9,8ruhF3E51g,Unknown,2022-07-04 21:19:00,236.0,Air,133.0,0,,0,-1.0,0.9
3ee0024e,Q8nomXWRc2,9tu60R7KWP,Unknown,2022-12-05 17:08:00,3555.0,Air,1.0,1,3571.92,1,-1.0,76.64
3efe065d,Pox366MK2r,,Unknown,2022-09-03 13:58:00,2922.0,Air,2.0,1,2922.0,1,-1.0,76.02
3f03c3e9,31h6x6N35A,d517YMz607,Chinese nationality,2022-10-02 16:18:00,49.0,Air,2.0,1,49.0,1,-183.0,20.27
3f27117d,xhT0E4h7iP,14ancZS05S,Unknown,2022-11-03 11:09:00,1568.0,Air,2.0,1,1568.0,1,-1.0,76.43
3f3093df,0c92866e,daabe212,Unknown,,234.06,Air,2.0,1,234.06,1,-1.0,76.83
3f4bbfb1,5fiS378Rr1,m41y4XpKb1,Chinese national (China),2022-07-11 13:20:00,760.66,Air,209.0,0,,0,-1.0,0.03
3fbb2d10,d759282e,71b5186c,Unknown,,605.0,Air,19.0,0,,0,-1.0,60.51
3fcdde3d,a4122309,8ruhF3E51g,Unknown,,269.42,Air,57.0,0,,0,-1.0,21.78
3fd4ad9d,355f4de2,78X4qv1453,China,,244.69,Air,38.0,0,,0,-1.0,39.59
3fd89bbc,6c7f8bad,09A5j1P96d,Unknown,2023-09-03 14:38:00,846.58,Air,57.0,0,,0,-1.0,21.61
3fd89bbc_R,6c7f8bad,09A5j1P96d,Unknown,,773.02,Air,3.0,1,773.02,0,-1.0,75.85
400b6b42,7971c7cd,b7b97b2b,Unknown,,11863.64,Air,285.0,0,,0,-1.0,0.0
40116397,b0Aif96VUF,8ruhF3E51g,Chinese national (China),,762.2,Air,1.0,1,762.2,1,-1.0,77.47
402eef77,db09a28c,8ruhF3E51g,Unknown,2022-03-11 14:55:00,902.1,Sea,19.0,0,,0,-1.0,60.39
405d6091,0301cc99,6z1536hQ1C,Unknown,,4148.5,Air,1.0,1,4148.5,1,-1.0,76.46
40696c26,a2a70b56,8ruhF3E51g,Unknown,,2611.02,Air,570.0,0,,0,-1.0,0.0
407a58d1,55kcyJWnQ9,79BSsv9xYm,Chinese national (China),,4600.0,Air,19.0,0,,0,-1.0,58.9
4085c363,ggx24SP0Ql,G4lLPbWTIV,Unknown,2022-11-05 12:12:00,549.0,Air,1.0,1,549.0,0,-1.0,77.53
40c911f2,IEGO2KU1a7,14ancZS05S,Singaporean,2022-08-02 16:37:00,2320.0,Air,38.0,0,,0,-1.0,38.76
40c911f2_R,IEGO2KU1a7,14ancZS05S,Singaporean,2023-03-01 16:31:00,3775.39,Air,2.0,1,3775.39,1,274.0,99.35
40df4f10,z0I0Z6U6nv,IL111A66Sq,Unknown,2022-04-05 13:46:00,62.0,Air,1.0,1,62.0,1,60.0,89.17
4154cb40,4dc64e53,09A5j1P96d,Unknown,2022-03-10 14:33:00,4974.28,Air,114.0,0,,0,-1.0,1.94
415d1ebe,fEXeW6R1J3,74q0TneDjU,Unknown,2023-10-03 16:20:00,2557.33,Air,19.0,0,,0,-1.0,59.73
41755dc0,3MgTz1s36U,8ruhF3E51g,Unknown,2022-02-03 17:44:00,4370.0,Air,1.0,1,4370.0,1,58.0,88.16
417baf54,bcd08322,8ruhF3E51g,Unknown,2023-11-01 08:41:00,484.01,Air,6.0,1,484.01,1,0.0,73.66
41946148,39N5vR34gp,14ancZS05S,Unknown,2022-09-03 13:23:00,810.12,Air,12.0,1,810.02,1,29.0,76.18
41a11175,c6a54af3,IL111A66Sq,Unknown,,214.0,Air,1.0,1,214.0,1,-1.0,77.62
41a1bb02,GMs8OdU4s1,14ancZS05S,Unknown,,329.0,Sea,2.0,1,329.0,1,-1.0,76.8
41f3d24b,K92gCb2qYl,nY8F51VM4y,Chinese national (China),,330.66,Air,6.0,1,330.66,1,-1.0,73.44
42466276,800718a2,14ancZS05S,Unknown,,5583.39,Sea,5.0,1,5583.39,0,-1.0,72.59
42641baf,6c7f8bad,09A5j1P96d,Unknown,,2285.68,Air,10.0,1,2285.68,1,-1.0,69.08
42641baf_R,6c7f8bad,09A5j1P96d,Unknown,,2495.56,Air,6.0,1,2495.56,1,-1.0,72.72
4276c2e8,06df1afd,79BSsv9xYm,Unknown,,0.0,Air,19.0,0,,0,-1.0,60.75
42ce14a4,655c8c2b,69a07dae,United States,,114.0,Air,2.0,1,114.0,1,-1.0,76.86
42d64626,3PMyW67W67,8ruhF3E51g,Unknown,,252.0,Air,4.0,1,252.0,1,-1.0,75.18
42de1b43,c72f51cb,eef61f60,Unknown,2022-06-07 09:44:00,4636.0,Air,38.0,0,,0,-1.0,37.84
431b6d41,7f8bcd20,8ruhF3E51g,Unknown,2023-03-01 12:55:00,802.17,Air,20.0,1,802.17,1,92.0,84.45
435e8c0c,UzdUJe146M,8ruhF3E51g,Unknown,,2984.0,Air,1.0,1,2984.0,1,-1.0,76.81
43733171,2c2fda37,8ruhF3E51g,Unknown,2023-06-03 15:03:00,132.91,Air,3.0,1,132.91,1,29.0,82.91
4380a38c,0Kelg0pVDL,16af03bd,Indian,,565.23,Air,19.0,0,,0,-1.0,60.53
43b5cac0,be19c1e3,jMxyJ3g9S5,Unknown,2022-11-02 11:48:00,381.0,Air,9.0,1,381.0,1,-1.0,70.7
43f606ae,5a007bd5,a082ad7b,Unknown,,50.0,Air,19.0,0,,0,-1.0,60.73
442cded4,5bdH431NVo,8ruhF3E51g,Singaporean,,4806.0,Air,1.0,1,4806.0,1,-1.0,76.26
442cded4_R,5bdH431NVo,8ruhF3E51g,Singaporean,2022-07-11 13:13:00,3204.0,Air,1.0,1,3204.0,1,30.0,83.64
443bb6a5,xw71fJ415b,sji5vB20uo,Unknown,2023-08-02 23:00:00,37656.6,Air,209.0,0,,0,-1.0,0.02
445b286b,87360d9a,09A5j1P96d,Unknown,,3550.4,Air,2.0,1,3550.4,1,-1.0,75.82
44656d5f,n4Ks0QC3ZO,x9Dz6KWcO3,Unknown,2023-07-02 17:30:00,2240.59,Air,1.0,1,2240.59,1,-1.0,77.03
4483f892,8qbgngVgJ0,D9E06y5i3t,Unknown,2022-07-04 09:59:00,119133.0,Air,19.0,0,,0,-1.0,17.42
44e79ee9,69397b78,14ancZS05S,Unknown,,207.82,Air,19.0,0,,0,-1.0,60.67
4523e2f6,5e3e7559,389ae660,Unknown,2022-03-03 09:09:00,250.0,Air,38.0,0,,0,-1.0,39.58
452b853f,I51lshr5ZM,,Unknown,2023-08-02 17:48:00,1686.36,Air,551.0,0,,0,-1.0,0.0
454b1e20,l2erO1j3KV,95nYR7APw5,Unknown,,2915.6,Air,38.0,0,,0,-1.0,38.52
454f30ed,39N5vR34gp,14ancZS05S,Unknown,,2243.0,Air,30.0,1,2243.0,1,-1.0,47.6
45552f37,vwjM9hSH4s,361bc45e,Unknown,,2282.0,Air,6.0,1,2287.0,1,-1.0,72.79
457d388b,6n9h7u47e8,882e8ddc,Unknown,2022-06-04 10:19:00,816.0,Air,38.0,0,,0,-1.0,39.36
4599d5aa,ec3a2d0c,8ruhF3E51g,Unknown,,213.0,Air,1.0,1,213.0,1,-1.0,77.63
45b7a940,Ss1dWMP4hX,tbD4Rv00SG,Unknown,2022-07-02 10:41:00,485.0,Air,1.0,1,485.0,1,-1.0,77.55
45bf1375,1f6et5pP1O,8ruhF3E51g,Unknown,,3549.0,Sea,19.0,0,,0,-1.0,59.33
45bf1375_R,1f6et5pP1O,8ruhF3E51g,Unknown,2022-10-08 10:26:00,29056.76,Sea,133.0,0,,0,-1.0,0.56
45ee9da8,3PMyW67W67,8ruhF3E51g,Unknown,,92.0,Air,19.0,0,,0,-1.0,60.72
45fbad2c,d96409f0,8ruhF3E51g,Unknown,2023-05-01 13:29:00,217.1,Air,19.0,0,,0,-1.0,60.67
461010f7,fb713344,8bd38713,Unknown,2022-09-03 16:07:00,2975.0,Air,1.0,1,2975.0,1,-1.0,76.81
461a40a1,84099a1e,32jF5nI0QP,Unknown,2022-10-10 14:29:00,31896.7,Air,38.0,0,,0,-1.0,27.84
462a295c,fvIH3Ur1DW,S4NrbiX419,Unknown,,1092.12,Air,7.0,1,1092.12,1,-1.0,72.29
463449cf,231f5f55,b7b97b2b,Unknown,,907.45,Air,76.0,0,,0,-1.0,10.48
4641f4c6,99a27d7f,14ancZS05S,Unknown,,618.6,Air,209.0,0,,0,-1.0,0.03
466b9d50,VLSxI59801,pVc35E7p1n,Unknown,,12374.76,Air,231.0,1,5308.0,1,-1.0,0.01
4676b97b,Q8nomXWRc2,9tu60R7KWP,Unknown,,1167.87,Air,10.0,1,1167.87,1,-1.0,69.48
46876347,6460ff92,nY8F51VM4y,China,2022-05-08 11:25:00,598.07,Air,10.0,1,598.07,1,213.0,97.93
4690f6ae,98589634,IL111A66Sq,Unknown,2023-06-01 14:16:00,0.0,Air,19.0,0,,0,-1.0,60.75
46b38705,1c73fd10,1081c9d4,Unknown,,2950.0,Air,1.0,1,2950.0,1,-1.0,76.82
46b6cc67,49fc0a86,c2c58138,Japan,,120.76,Air,2.0,1,120.76,1,-1.0,76.86
46ed6e06,jCh0R09xTJ,T7Y79rjV29,Unknown,,484.0,Air,1.0,1,484.0,1,-1.0,77.55
471e365c,GHbrZ9WLG3,IL111A66Sq,Chinese national (China),2022-01-09 15:29:00,0.0,Air,38.0,0,,0,-1.0,39.68
472bb001,bcd08322,8ruhF3E51g,Unknown,,1059.8,Air,35.0,1,1059.8,1,-1.0,42.52
475363a1,8Nzo71FGPE,nY8F51VM4y,Chinese National,,3220.92,Air,4.0,1,3220.92,1,-1.0,74.24
478beef3,98589634,IL111A66Sq,Unknown,2022-12-12 19:13:00,2390.65,Sea,28.0,1,2390.65,1,-1.0,49.79
479fe2a7,nskJqPCfph,nY8F51VM4y,Unknown,2022-10-02 15:10:00,1527.0,Air,19.0,0,,0,-1.0,60.14
47a1ec59,39N5vR34gp,14ancZS05S,Unknown,2022-07-04 16:12:00,103.0,Air,2.0,1,103.0,1,-1.0,76.87
47a433f3,XIy2CiF5zT,8ruhF3E51g,Unknown,,871.17,Air,38.0,0,,0,-1.0,39.33
47d60a0c,X2ywZ9GnQE,8ruhF3E51g,Unknown,,4257.48,Air,72.0,1,4257.48,1,-1.0,11.7
47ed287a,22f52729,a7fc3891,Germany,2023-01-02 21:10:00,431.86,Air,2.0,1,431.86,1,0.0,77.02
47f1cb1a,c46c927e,2ddc0171,Unknown,,8350.01,Air,19.0,0,,0,-1.0,57.38
47f3867d,5fiS378Rr1,m41y4XpKb1,Chinese national (China),,0.0,Air,19.0,0,,0,-1.0,60.75
4807c519,81bea910,76df20f9,Unknown,,447.0,Air,38.0,0,,0,-1.0,39.5
48334f33,d9af810e,IL111A66Sq,Unknown,,4204.57,Sea,2.0,1,4204.57,1,-1.0,75.62
483cf625,xw71fJ415b,sji5vB20uo,Unknown,2023-08-02 21:27:00,5704.74,Air,114.0,0,,0,-1.0,1.91
4846820e,a26605cb,6098ae95,Unknown,,0.0,Air,38.0,0,,0,-1.0,39.68
485ef92a,eccd7366,09A5j1P96d,Unknown,,686.94,Air,1.0,1,686.94,1,-1.0,77.49
486dd416,0V2xk11Hj4,3a32oZcB0f,Chinese national (China),2022-07-10 15:22:00,1752.29,Air,4.0,1,1752.29,1,-1.0,74.71
48925a45,UzdUJe146M,8ruhF3E51g,Unknown,,0.0,Air,0.0,0,,0,-1.0,78.46
48a5339e,xw71fJ415b,sji5vB20uo,Unknown,2022-09-11 16:36:00,51387.35,Air,380.0,0,,0,-1.0,0.0
48ad182e,06suB5p2mX,T7Y79rjV29,Unknown,,336.0,Air,19.0,0,,0,-1.0,60.62
49067cc3,e888eb32,9tu60R7KWP,India,2022-05-09 15:00:00,669.4,Air,1.0,1,669.4,1,-1.0,77.49
4957ebc0,KDPNJN51Yk,8ruhF3E51g,Chinese national (China),2022-06-12 09:51:00,290.8,Air,9.0,1,290.8,1,60.0,85.12
4971f5ed,fvIH3Ur1DW,S4NrbiX419,Unknown,2022-12-01 14:51:00,2906.0,Air,28.0,1,2905.0,1,-1.0,49.58
4991513d,dc701372,8ruhF3E51g,Unknown,,43.39,Air,76.0,0,,0,-1.0,10.62
4995322c,bfdf28bf,b7b97b2b,Unknown,2022-09-11 09:58:00,802.64,Air,323.0,0,,0,-1.0,0.0
49aea20b,425cS82HkQ,,Unknown,,35901.0,Air,19.0,0,,0,-1.0,45.92
49b5dd76,c4c492a5,8ruhF3E51g,Unknown,,356.5,Air,1.0,1,356.5,1,-1.0,77.58
49c1ed4d,55kcyJWnQ9,79BSsv9xYm,Chinese national (China),,524.0,Air,57.0,0,,0,-1.0,21.7
49e7f9a0,dffe99c7,6z1536hQ1C,Unknown,,181.8,Air,1.0,1,181.8,1,-1.0,77.63
49e7f9a0_R,dffe99c7,6z1536hQ1C,Unknown,,155.4,Air,1.0,1,155.4,1,-1.0,77.64
4a00322a,6ceb001e,8ruhF3E51g,Unknown,,937.71,Air,1.0,1,937.71,1,-1.0,77.41
4a0573ae,a931a01c,HR18hgvW4S,Unknown,2022-06-10 00:30:00,0.0,Air,38.0,0,,0,-1.0,39.68
4ab109b6,a477310e,3f210d3a,Unknown,2022-10-05 09:19:00,518.0,Air,38.0,0,,0,-1.0,39.48
4ac03fa4,f374Qy83SV,8ruhF3E51g,Unknown,2022-09-05 15:27:00,4830.98,Air,108.0,1,4830.98,1,90.0,8.58
4ac7a7ae,b057f9b5,847a5f16,Unknown,,1679.2,Air,133.0,0,,0,-1.0,0.88
4ac7a7ae_R,b057f9b5,847a5f16,Unknown,,1522.2,Air,95.0,0,,0,-1.0,4.69
4b1758b1,xw71fJ415b,sji5vB20uo,Unknown,,4229.98,Air,19.0,0,,0,-1.0,59.05
4b20e3f8,Pox366MK2r,,Unknown,,23557.01,Sea,5.0,1,23557.0,1,-1.0,66.22
4b391c1a,251PSO8sz1,f6914a3e,Unknown,,365.0,Air,2.0,1,365.0,1,-1.0,76.79
4b4459a8,GSdCKW3Z5w,8ruhF3E51g,Singaporean,,2014.0,Sea,2.0,1,2014.0,1,-1.0,76.29
4b454a96,ba0aff8d,8ruhF3E51g,Unknown,,2424.92,Air,19.0,0,,0,-1.0,59.78
4b783c23,jpZSXU2A8V,14ancZS05S,Unknown,,445.32,Air,1.0,1,445.32,1,-1.0,77.56
4bab8049,ab389a4d,0lCPPgO3Uc,Unknown,2022-09-11 13:48:00,351.14,Air,3.0,1,351.14,1,-1.0,75.98
4bca39c1,hL800efJnq,14ancZS05S,Unknown,,3912.58,Air,19.0,0,,0,-1.0,59.18
4be726a5,1w5H2WCoXZ,8ruhF3E51g,Unknown,2022-07-03 13:40:00,4950.0,Air,2.0,1,4950.0,1,61.0,88.03
4bf81981,70e993db,09A5j1P96d,Unknown,2023-10-02 16:26:00,0.0,Air,0.0,0,,0,-1.0,78.46
4c193f93,x33h2drOuX,89CF1utYqs,Unknown,,655.0,Air,19.0,0,,0,-1.0,60.49
4c46fa9b,4WD4e3BQj1,8ruhF3E51g,Chinese national (China),2022-11-03 16:13:00,5028.0,Air,4.0,1,5028.0,1,-1.0,73.66
4c4a81b1,64c0444d,gj3Nvpx9GU,Unknown,,46.0,Air,19.0,0,,0,-1.0,60.73
4c51a537,af0b8607,8ruhF3E51g,Unknown,,415.0,Air,1.0,1,415.0,1,-1.0,77.57
4c84bab4,y3rYf2f9gy,gj3Nvpx9GU,Unknown,2022-11-02 09:37:00,1654.0,Air,1.0,1,1662.0,1,-31.0,68.91
4cf0e59c,3PMyW67W67,8ruhF3E51g,Unknown,,2226.8,Air,19.0,0,,0,-1.0,59.86
4cf3c4e9,4Yk09HecPy,8ruhF3E51g,Unknown,,172.0,Air,38.0,0,,0,-1.0,39.61
4cfdf88d,dc701372,8ruhF3E51g,Unknown,,0.0,Air,19.0,0,,0,-1.0,60.75
4d036863,j6v26jLuwm,8ruhF3E51g,Chinese national (China),,1410.97,Air,14.0,1,1410.97,0,-1.0,65.44
4d14dd67,189d9dca,nY8F51VM4y,Unknown,2023-08-01 19:00:00,0.0,Air,19.0,0,,0,-1.0,60.75
4d1a6789,f491f2c2,14ancZS05S,Unknown,2022-12-12 18:57:00,5948.86,Air,2.0,1,5948.86,1,139.0,95.61
4d2aa08d,3d1a9c2e,0lCPPgO3Uc,Unknown,2022-12-12 17:14:00,621.0,Air,1.0,1,621.0,1,-1.0,77.51
4d2e6788,D5Fk7289x1,nY8F51VM4y,Unknown,2022-02-12 16:17:00,643.39,Air,19.0,0,,0,-1.0,60.5
4d33ac46,ab389a4d,0lCPPgO3Uc,Unknown,,0.0,Air,19.0,0,,0,-1.0,60.75
4d5d44fc,5d38c4c1,8ruhF3E51g,Unknown,,732.28,Air,57.0,0,,0,-1.0,21.64
4dbc6768,06suB5p2mX,T7Y79rjV29,Unknown,2023-04-01 17:19:00,767.8,Air,6.0,1,445.0,1,60.0,86.66
4e2ba26c,1292f213,79BSsv9xYm,Unknown,2022-08-12 10:07:00,1194.35,Air,1.0,1,1194.35,0,-1.0,77.34
4e353f89,fEXeW6R1J3,74q0TneDjU,Unknown,,760.0,Air,24.0,1,760.0,1,-1.0,54.96
4e79a3df,bad8d02a,i5bFIJ8Ff6,Unknown,2023-02-03 13:36:00,881.07,Air,20.0,1,881.07,1,-1.0,59.32
4e905d49,92aae798,nY8F51VM4y,Unknown,2022-10-10 10:41:00,390.0,Air,1.0,1,390.0,1,-1.0,77.57
4e94dce5,9ff9b68f,c2c58138,Singapore,,185.0,Air,2.0,1,185.0,1,-1.0,76.84
4ee7391a,a5580ba7,79BSsv9xYm,Unknown,,1056.1,Air,3.0,1,1056.1,1,-1.0,75.76
4eec7fd4,d4189978,Lh624q1u9u,Unknown,,4649.6,Air,161.0,1,4450.31,1,-1.0,0.24
4f13d4d1,506af81b,tbD4Rv00SG,Unknown,2022-06-05 13:23:00,894.99,Air,7.0,1,894.99,1,-1.0,72.36
4f17835b,64c0444d,gj3Nvpx9GU,Unknown,,624.55,Sea,19.0,0,,0,-1.0,60.5
4f6056ba,6613f2d7,df7b6e5f,Unknown,,2670.0,Air,1.0,1,2670.0,1,-1.0,76.9
4f7902d4,3d2c0780,14ancZS05S,Unknown,,0.0,Air,19.0,0,,0,-1.0,60.75
4f85db51,hnzo75eojx,78X4qv1453,Unknown,,3197.95,Sea,1.0,1,3197.95,1,-1.0,76.75
4f85db51_R,hnzo75eojx,78X4qv1453,Unknown,2022-08-09 16:49:00,1818.7,Air,1.0,1,1818.7,1,-1.0,77.16
4f85db51_R_R,hnzo75eojx,78X4qv1453,Unknown,2022-08-09 16:50:00,357.44,Air,6.0,1,357.44,1,-1.0,73.43
4f88ba83,VCvp286I3Q,9tu60R7KWP,Unknown,,963.0,Air,1.0,1,963.0,1,-1.0,77.41
4fad88d0,84031ec8,fd645612,Unknown,2023-02-02 09:45:00,459.0,Air,4.0,1,459.0,1,0.0,75.38
4fbe2b15,57d4a0ce,8870483d,Singaporean,,524.6,Air,4.0,1,524.6,1,-1.0,75.09
4fc5a15a,f90fee16,abf4f47b,Unknown,,99.0,Air,2.0,1,99.0,1,-1.0,76.87
4fc843f3,2mBWQiax6J,8ruhF3E51g,Chinese national (China),,5764.0,Air,24.0,1,5764.0,1,-1.0,52.88
4fcda36c,787efa05,nY8F51VM4y,Unknown,,622.0,Air,4.0,1,622.0,1,-1.0,75.06
4fd1ed24,5fe968b5,8ruhF3E51g,Unknown,2023-09-01 09:33:00,4440.4,Air,1.0,1,4440.4,1,61.0,88.59
4fdd3d1e,4DS6poaMwG,pVc35E7p1n,Unknown,,552.0,Air,19.0,0,,0,-1.0,60.53
4ffd707b,8ada31fb,7d049b7b,Unknown,,124960.0,Air,19.0,0,,0,-1.0,16.06
503798fc,2d719e26,3d6a08ef,Unknown,,145.0,Air,1.0,1,145.0,1,-1.0,77.64
503f11f5,xEK6r63Cy3,9tu60R7KWP,Unknown,,789.0,Air,2.0,1,789.0,1,-1.0,76.66
50453d6b,477b73a0,8ruhF3E51g,Unknown,,1599.97,Air,38.0,0,,0,-1.0,39.04
50687502,fvIH3Ur1DW,S4NrbiX419,Unknown,,2480.0,Air,18.0,1,2480.0,1,-1.0,60.84
506bc338,64c0444d,gj3Nvpx9GU,Unknown,,168.0,Air,19.0,0,,0,-1.0,60.69
507fa89e,1292f213,79BSsv9xYm,Unknown,2022-11-04 16:39:00,3619.0,Air,19.0,0,,0,-1.0,59.3
50958958,465fcc36,c2c58138,Singapore,,196.3,Air,5.0,1,196.3,1,-1.0,74.35
50aea368,I474CAFv8Z,0lCPPgO3Uc,Unknown,,529.95,Air,3.0,1,529.95,1,-1.0,75.93
511be30e,c12ca06c,16b5759e,United States,,191.67,Air,2.0,1,191.67,1,-1.0,76.84
512d0065,WL91eH602H,T7Y79rjV29,Korean,,0.0,Air,19.0,0,,0,-1.0,60.75
514bd757,9Db6HRRP8a,G4lLPbWTIV,Singaporean,,24988.0,Air,19.0,0,,0,-1.0,50.47
514e3e69,jjC9BO9046,0lCPPgO3Uc,Unknown,2022-01-06 15:16:00,1835.0,Air,4.0,1,1835.0,1,272.0,99.29
515322c5,N6QXxBprMz,8ruhF3E51g,Unknown,2022-06-10 14:37:00,0.0,Air,19.0,0,,0,-1.0,60.75
516ea7e5,naic6d0imR,0lCPPgO3Uc,Chinese national (China),,558.0,Air,1.0,1,558.0,1,-1.0,77.52
5182c3f1,1b394916,32jF5nI0QP,Unknown,,780.71,Sea,19.0,0,,0,-1.0,60.44
51a19f02,6f572001,95nYR7APw5,Unknown,2022-11-11 13:42:00,117.02,Air,38.0,0,,0,-1.0,39.64
51ef322e,VCvp286I3Q,9tu60R7KWP,Unknown,,208.0,Air,1.0,1,208.0,1,-1.0,77.63
52014c76,1f6et5pP1O,8ruhF3E51g,Unknown,,5985.0,Air,1.0,1,5985.0,0,-1.0,75.9
523099ce,fEXeW6R1J3,74q0TneDjU,Unknown,,2510.59,Air,7.0,1,2510.59,1,-1.0,71.82
523b3d3b,9or4RfVO6l,8ruhF3E51g,Chinese national (China),2022-10-08 12:58:00,2720.64,Sea,2.0,1,2720.64,1,-1.0,76.08
52564f46,XpP0Bn0s55,71DRuiDc1j,Unknown,2022-12-08 15:39:00,1623.5999999999997,Sea,18.0,1,318.6,1,-1.0,61.18
52564f46_R,XpP0Bn0s55,71DRuiDc1j,Unknown,2022-08-11 10:22:00,1623.5999999999997,Air,18.0,1,1623.6,1,-1.0,61.18
52564f46_R_R,XpP0Bn0s55,71DRuiDc1j,Unknown,,1847.35,Air,14.0,1,1847.35,1,-1.0,65.28
526709b7,69dc9b2b,6608c196,Unknown,2023-10-02 16:48:00,785.25,Air,57.0,0,,0,-1.0,21.63
528cfe2b,ItssapCSik,0lCPPgO3Uc,Unknown,2022-12-12 14:47:00,2547.24,Air,80.0,1,2547.24,1,-1.0,8.69
5315bb18,f2680bfb,c7371b62,Unknown,2022-10-10 15:09:00,4680.11,Air,2.0,1,4680.11,1,-1.0,75.48
5323efe6,eb3f99cb,9tu60R7KWP,Unknown,2023-09-03 14:26:00,0.0,Air,0.0,0,,0,-1.0,78.46
5333a266,fvIH3Ur1DW,S4NrbiX419,Unknown,2022-10-05 14:14:00,1483.0,Air,10.0,1,1483.0,1,-1.0,69.37
5398f4b9,5bdH431NVo,8ruhF3E51g,Singaporean,2022-10-03 13:56:00,2760.0,Air,1.0,1,2760.0,1,30.0,83.74
53c4e7e4,1292f213,79BSsv9xYm,Unknown,,816.45,Air,19.0,0,,0,-1.0,60.43
53ccae7c,1QjSD5K2L8,0lCPPgO3Uc,Chinese national (China),2023-11-01 15:53:00,198.04,Air,133.0,0,,0,-1.0,0.9
540a694c,655074b6,9tu60R7KWP,Unknown,,777.75,Air,3.0,1,777.75,1,-1.0,75.85
5419a556,jpZSXU2A8V,14ancZS05S,Unknown,2022-04-08 11:54:00,15.76,Air,19.0,0,,0,-1.0,60.75
5443a051,b911b807,09A5j1P96d,Unknown,,764.27,Air,8.0,1,764.27,1,-1.0,71.49
54457c6f,I51lshr5ZM,,Unknown,,10375.06,Air,247.0,0,,0,-1.0,0.0
5445fe1b,070a96b6,T7Y79rjV29,Unknown,2022-08-07 10:44:00,2662.0,Air,1.0,1,2662.0,1,-1.0,76.91
5463aa81,863ed0b1,30d065ad,United States of America,,183.23,Air,2.0,1,183.23,1,-1.0,76.84
5470633e,07acaa1f,dd28fb02,Unknown,,901.8,Air,5.0,1,901.8,1,-1.0,74.12
54b23222,M6KJYN17mq,8ruhF3E51g,Unknown,,5154.0,Sea,19.0,0,,0,-1.0,58.68
54ba17b9,4O5G9tNusl,8ruhF3E51g,Malaysian,,0.0,Air,19.0,0,,0,-1.0,60.75
550cc445,TELcJA9M9q,Lh624q1u9u,Unknown,2023-07-01 13:13:00,2310.82,Air,1.0,1,2310.82,1,91.0,92.47
552216ed,VLSxI59801,pVc35E7p1n,Unknown,,3711.09,Air,323.0,0,,0,-1.0,0.0
5560f41d,u9Q7w1CAQT,8ruhF3E51g,Unknown,,2588.04,Air,1.0,1,2588.04,1,-1.0,76.93
559ae7ec,5q282qed0R,Re612NXtaK,Unknown,2022-07-03 14:23:00,931.0,Air,19.0,0,,0,-1.0,60.38
55a4b549,hL800efJnq,14ancZS05S,Unknown,,3862.05,Air,38.0,0,,0,-1.0,38.15
55a4b549_R,hL800efJnq,14ancZS05S,Unknown,,3005.64,Air,38.0,0,,0,-1.0,38.49
55a4b549_R_R,hL800efJnq,14ancZS05S,Unknown,,0.0,Air,38.0,0,,0,-1.0,39.68
55b78ff8,6Lwm5z7Yj9,Cdq9LonMZb,Unknown,,11761.8,Sea,19.0,0,,0,-1.0,55.98
55bae8f1,Zgf6bE537J,,Unknown,2022-12-10 09:13:00,880.8,Air,4.0,1,880.8,1,-1.0,74.98
55c59788,af0b8607,8ruhF3E51g,Unknown,,694.0,Air,1.0,1,694.0,1,-1.0,77.49
55d759f0,f63e6d5a,IL111A66Sq,Unknown,,650.59,Air,19.0,0,,0,-1.0,60.49
55dbbcfb,27f8114b,af40fe6e,Unknown,,3288.0,Air,57.0,0,,0,-1.0,20.93
55e2a940,06suB5p2mX,T7Y79rjV29,Unknown,2022-01-06 17:33:00,61.0,Air,1.0,1,61.0,1,180.0,97.82
5621aa75,150f2448,48e62c8d,Unknown,,2051.5,Sea,19.0,0,,0,-1.0,59.93
562a2cc0,KDPNJN51Yk,8ruhF3E51g,Chinese national (China),2023-06-02 22:19:00,1220.36,Air,7.0,1,1220.36,1,29.0,79.91
5631b526,64c0444d,gj3Nvpx9GU,Unknown,,622.0,Air,19.0,0,,0,-1.0,60.5
56343f46,39N5vR34gp,14ancZS05S,Unknown,,0.0,Air,19.0,0,,0,-1.0,60.75
5644cc41,g084484ZO9,IL111A66Sq,Unknown,2022-07-11 11:44:00,5762.46,Air,38.0,0,,0,-1.0,37.4
5685aa95,PCxZ1ce9Pm,74q0TneDjU,caucasian,,0.0,Air,0.0,0,,0,-1.0,78.46
569f3dbd,5q282qed0R,Re612NXtaK,Unknown,,1114.63,Air,266.0,0,,0,-1.0,0.0
569f3dbd_R,5q282qed0R,Re612NXtaK,Unknown,,1029.46,Air,15.0,1,1029.46,1,-1.0,64.56
56b8868c,a5580ba7,79BSsv9xYm,Unknown,,0.0,Air,19.0,0,,0,-1.0,60.75
56f05c06,a4122309,8ruhF3E51g,Unknown,,2726.83,Air,60.0,1,2496.3,1,-1.0,18.92
